date,mich,dri_yoy_pct,gap_pp,gap_z,partisan_flag
2023-04-30,4.7,6.674883118822494,-1.9748831188224942,0.624458177818967,0
2023-05-31,4.2,3.7671538479275624,0.4328461520724378,0.9846838080900698,0
2023-06-30,3.3,1.3424833866108044,1.9575166133891955,1.194345902834605,1
2023-07-31,3.4,1.851151203175161,1.548848796824839,1.1033393562096736,1
2023-08-31,3.5,3.368738724757625,0.13126127524237496,0.8712530520226727,0
2023-09-30,3.2,3.5814410991425127,-0.38144109914251256,0.785619789056526,0
2023-10-31,4.2,1.0564991413906988,3.1435008586093014,1.2912896684470208,1
2023-11-30,4.5,0.22076625135292183,4.279233748647078,1.4289738363531277,1
2023-12-31,3.1,0.5421470950604412,2.557852904939559,1.1654279229592037,1
2024-01-31,2.9,-1.1540157269573914,4.054015726957392,1.3751500572193023,1
2024-02-29,3.0,1.0842488253743454,1.9157511746256546,1.063468868039441,1
2024-03-31,2.9,3.121726830177729,-0.2217268301777291,0.7565060430679061,0
2024-04-30,3.2,3.0480584989026838,0.1519415010973164,0.8197696446114096,0
2024-05-31,3.3,2.9041280772396316,0.3958719227603682,0.8704140266146778,0
2024-06-30,3.0,2.6539137239620647,0.3460862760379353,0.881311072011399,0
2024-07-31,2.9,2.9203598887545423,-0.02035988875454242,0.848369585098133,0
2024-08-31,2.8,1.3704736046994626,1.4295263953005373,1.092929965565492,1
2024-09-30,2.7,1.417025370796643,1.2829746292033573,1.0933065177490995,1
2024-10-31,2.7,0.4903634577054117,2.2096365422945885,1.2579254277005854,1
2024-11-30,2.6,2.3272668815270015,0.27273311847299864,0.9683358260222822,0
2024-12-31,2.8,3.6195767792158273,-0.8195767792158275,0.8046187195686832,0
2025-01-31,3.3,6.414891560160774,-3.114891560160774,0.41534082781261356,0
2025-02-28,4.3,6.558719536336199,-2.2587195363361996,0.5337893721924195,0
2025-03-31,5.0,5.899121885519709,-0.8991218855197092,0.7323871061527863,0
2025-04-30,6.5,3.757997655423062,2.742002344576938,1.2793509842623891,1
2025-05-31,6.6,3.2718127328813074,3.3281872671186923,1.3341390981595074,1
2025-06-30,5.0,2.4464210134024,2.5535789865976,1.173934647957443,1
2025-07-31,4.5,1.369322127455419,3.130677872544581,1.2215030556640132,1
2025-08-31,4.8,1.5939231915710783,3.2060768084289215,1.191686432261661,1
2025-09-30,4.7,1.0299760276398562,3.670023972360144,1.2191036047994535,1
2025-10-31,4.6,-1.826605100640133,6.426605100640133,1.5675444499847504,1
2025-11-30,4.5,-0.31438568492130337,4.814385684921303,1.282476671372276,1
2025-12-31,4.2,-2.1531833629501507,6.353183362950151,1.450223368418941,1
2026-01-31,4.0,-4.900876060316827,8.900876060316827,1.7622517030350817,1
2026-02-28,3.4,-6.127208085471725,9.527208085471726,1.782092429826841,1
2026-03-31,3.8,-4.542255868178713,8.342255868178713,1.5591763283648292,1
